customer_id,name,email,phone,prefecture,city,zipcode,address1,birthdate,gender,order_id,order_datetime,item_id,item_category,quantity,unit_price,amount,ip_address,notes
CUST153523,Ito Shota,ito.shota882@example.com,090-9904-9027,Fukuoka,Sapporo,8419378,Fukuoka Sapporo 3-6-19,1985-11-27,Female,ORD20250032,2025-07-06 15:22:00,SKU6260,Food,1,1200,1200,85.106.178.127,
CUST181609,Takahashi Naoko,takahashi.naoko968@example.com,090-6807-1545,Tokyo,Hiroshima,7780932,Tokyo Hiroshima 5-1-22,1992-08-14,Male,ORD20250033,2025-07-13 16:23:00,SKU8242,Food,1,1200,1200,69.141.34.238,
CUST193926,Takahashi Haruka,takahashi.haruka902@example.com,090-7109-3248,Tokyo,Fukuoka,7844947,Tokyo Fukuoka 1-8-27,1965-08-04,Other,ORD20250034,2025-07-10 15:59:00,SKU9337,Food,3,3980,11940,214.124.251.121,
CUST164178,Suzuki Haruka,suzuki.haruka565@example.com,090-2639-8214,Hiroshima,Hiroshima,7961578,Hiroshima Hiroshima 3-17-9,1958-05-24,Female,ORD20250035,2025-08-07 18:42:00,SKU8316,Electronics,5,3980,19900,89.86.142.196,
CUST143515,Watanabe Haruka,watanabe.haruka467@example.com,090-5339-6360,Osaka,Sapporo,8935224,Osaka Sapporo 4-13-22,1999-03-16,Male,ORD20250036,2025-07-09 16:37:00,SKU8213,Electronics,1,9800,9800,234.117.4.185,
CUST130771,Suzuki Haruka,suzuki.haruka892@example.com,090-2174-5961,Hiroshima,Osaka,9952696,Hiroshima Osaka 4-11-21,2003-08-28,Other,ORD20250037,2025-07-03 19:04:00,SKU5708,Books,2,12000,24000,24.112.251.26,
CUST110350,Yamamoto Naoko,yamamoto.naoko721@example.com,090-1724-0050,Osaka,Osaka,7288789,Osaka Osaka 4-5-8,1991-07-19,Other,ORD20250038,2025-07-12 05:11:00,SKU7267,Books,5,12000,60000,62.128.234.150,
CUST163335,Suzuki Hanako,suzuki.hanako473@example.com,090-4740-7482,Tokyo,Nagoya,6797629,Tokyo Nagoya 5-10-21,1985-12-09,Female,ORD20250039,2025-07-20 06:24:00,SKU4886,Electronics,4,9800,39200,92.148.76.180,
CUST186400,Takahashi Taro,takahashi.taro850@example.com,090-6409-0974,Hiroshima,Hiroshima,4860745,Hiroshima Hiroshima 5-12-8,1998-04-20,Female,ORD20250040,2025-08-13 23:49:00,SKU3240,Books,1,12000,12000,166.11.80.202,
CUST144396,Tanaka Taro,tanaka.taro594@example.com,090-5214-5623,Kanagawa,Hiroshima,7138070,Kanagawa Hiroshima 5-17-30,1975-03-09,Female,ORD20250041,2025-07-19 23:55:00,SKU8673,Electronics,1,1200,1200,194.248.58.221,
CUST181205,Ito Naoko,ito.naoko691@example.com,090-6851-6048,Tokyo,Nagoya,7183841,Tokyo Nagoya 3-19-13,1998-06-04,Other,ORD20250042,2025-07-15 15:01:00,SKU6374,Books,5,1200,6000,166.17.163.211,
CUST195236,Tanaka Naoko,tanaka.naoko310@example.com,090-6120-0471,Tokyo,Yokohama,3276065,Tokyo Yokohama 4-15-12,2000-12-23,Other,ORD20250043,2025-07-27 18:47:00,SKU7797,Electronics,1,3980,3980,158.105.241.244,
CUST184109,Takahashi Taro,takahashi.taro707@example.com,090-5377-3515,Fukuoka,Sapporo,7017548,Fukuoka Sapporo 1-13-9,1970-02-28,Female,ORD20250044,2025-07-06 21:13:00,SKU1349,Books,1,1980,1980,63.254.33.202,
CUST131186,Watanabe Hanako,watanabe.hanako71@example.com,090-8393-3529,Tokyo,Osaka,3427461,Tokyo Osaka 2-18-9,1969-02-22,Male,ORD20250045,2025-07-09 00:22:00,SKU6304,Books,1,1200,1200,68.14.33.190,
CUST114150,Tanaka Koji,tanaka.koji117@example.com,090-1775-8917,Fukuoka,Yokohama,1727544,Fukuoka Yokohama 5-10-15,1999-01-02,Female,ORD20250046,2025-07-26 13:43:00,SKU8267,Food,1,980,980,83.156.38.17,
CUST129949,Suzuki Yuki,suzuki.yuki640@example.com,090-9856-9847,Fukuoka,Fukuoka,8217547,Fukuoka Fukuoka 1-4-28,1999-11-25,Other,ORD20250047,2025-07-14 13:28:00,SKU6553,Food,4,3980,15920,107.187.25.81,
CUST146346,Tanaka Yuki,tanaka.yuki682@example.com,090-4527-1111,Aichi,Tokyo,7251976,Aichi Tokyo 2-18-2,1995-09-18,Female,ORD20250048,2025-08-12 03:26:00,SKU7929,Books,1,1980,1980,154.80.91.27,
CUST186223,Watanabe Koji,watanabe.koji218@example.com,090-2731-5851,Hiroshima,Osaka,4794319,Hiroshima Osaka 4-18-25,1997-10-22,Other,ORD20250049,2025-08-05 00:38:00,SKU5381,Books,1,1200,1200,70.180.196.80,
CUST111135,Takahashi Yuki,takahashi.yuki7@example.com,090-2296-1201,Hokkaido,Fukuoka,4609330,Hokkaido Fukuoka 4-14-15,1979-03-12,Female,ORD20250050,2025-07-21 18:38:00,SKU3549,Electronics,2,9800,19600,13.173.21.70,
CUST107180,Tanaka Naoko,tanaka.naoko435@example.com,090-7976-4381,Osaka,Nagoya,2860421,Osaka Nagoya 3-19-16,1991-11-10,Male,ORD20250051,2025-07-15 12:38:00,SKU4349,Electronics,3,1200,3600,197.36.196.66,
CUST141033,Takahashi Yuki,takahashi.yuki123@example.com,090-0762-2683,Fukuoka,Fukuoka,6941939,Fukuoka Fukuoka 1-13-28,2005-01-14,Male,ORD20250052,2025-07-30 02:55:00,SKU8033,Books,5,3980,19900,182.164.107.75,
CUST166910,Sato Haruka,sato.haruka22@example.com,090-5297-5161,Kanagawa,Nagoya,7718433,Kanagawa Nagoya 5-3-13,1977-12-11,Male,ORD20250053,2025-07-22 05:04:00,SKU2868,Books,5,9800,49000,50.232.199.90,
CUST181857,Takahashi Naoko,takahashi.naoko982@example.com,090-2312-4329,Kanagawa,Hiroshima,2264218,Kanagawa Hiroshima 2-16-15,1994-10-15,Other,ORD20250054,2025-08-06 20:40:00,SKU6179,Food,2,3980,7960,18.121.114.162,
CUST172655,Takahashi Shota,takahashi.shota282@example.com,090-9058-1477,Tokyo,Tokyo,7186390,Tokyo Tokyo 3-3-21,1963-10-20,Other,ORD20250055,2025-07-25 14:37:00,SKU1672,Books,4,9800,39200,167.49.83.155,
CUST144350,Tanaka Koji,tanaka.koji155@example.com,090-0715-1820,Kanagawa,Sapporo,8344365,Kanagawa Sapporo 4-17-17,1997-03-12,Female,ORD20250056,2025-07-19 12:26:00,SKU1857,Books,3,980,2940,85.25.143.174,
CUST116750,Tanaka Yuki,tanaka.yuki259@example.com,090-9251-9254,Hokkaido,Sapporo,7575963,Hokkaido Sapporo 2-20-23,1963-05-18,Female,ORD20250057,2025-08-11 10:52:00,SKU9624,Books,1,12000,12000,172.109.131.93,
CUST178282,Sato Yuki,sato.yuki317@example.com,090-2357-3322,Tokyo,Osaka,2696860,Tokyo Osaka 5-18-27,2005-09-02,Other,ORD20250058,2025-07-22 19:08:00,SKU3527,Food,2,1200,2400,213.178.198.160,
CUST157749,Yamamoto Hanako,yamamoto.hanako739@example.com,090-7065-3794,Hiroshima,Sapporo,8531761,Hiroshima Sapporo 2-18-8,1977-08-27,Male,ORD20250059,2025-07-24 21:36:00,SKU5616,Food,4,9800,39200,136.108.248.42,
CUST129102,Yamamoto Hanako,yamamoto.hanako821@example.com,090-9240-7581,Hokkaido,Hiroshima,9655523,Hokkaido Hiroshima 1-10-3,1968-05-15,Other,ORD20250060,2025-07-10 13:05:00,SKU6727,Food,1,3980,3980,14.102.129.96,
CUST119597,Suzuki Haruka,suzuki.haruka84@example.com,090-5305-1522,Tokyo,Osaka,8926478,Tokyo Osaka 2-16-15,1997-01-03,Male,ORD20250061,2025-07-17 06:53:00,SKU9647,Books,4,980,3920,199.74.61.78,
CUST174798,Sato Taro,sato.taro245@example.com,090-6971-1798,Tokyo,Sapporo,9646569,Tokyo Sapporo 5-8-23,1967-05-14,Male,ORD20250062,2025-08-09 11:15:00,SKU4068,Food,1,9800,9800,250.93.18.245,
CUST199179,Watanabe Koji,watanabe.koji520@example.com,090-8806-7065,Osaka,Sapporo,1272499,Osaka Sapporo 3-3-12,1973-12-22,Other,ORD20250063,2025-07-07 18:47:00,SKU3185,Food,1,1980,1980,140.87.209.165,
CUST198735,Suzuki Shota,suzuki.shota798@example.com,090-7722-1704,Kanagawa,Tokyo,4346548,Kanagawa Tokyo 1-11-30,1977-09-13,Other,ORD20250064,2025-07-31 08:02:00,SKU4131,Books,3,1980,5940,221.200.13.222,
CUST123652,Ito Yuki,ito.yuki280@example.com,090-1566-7652,Aichi,Sapporo,9347057,Aichi Sapporo 3-17-9,1963-12-14,Male,ORD20250065,2025-07-28 19:52:00,SKU5813,Books,3,980,2940,21.84.170.76,
CUST179635,Takahashi Haruka,takahashi.haruka618@example.com,090-6275-7059,Aichi,Osaka,1962308,Aichi Osaka 1-13-12,1990-12-22,Male,ORD20250066,2025-07-02 04:54:00,SKU8179,Books,1,1200,1200,18.61.200.166,
CUST124385,Takahashi Yuki,takahashi.yuki393@example.com,090-9092-7557,Hiroshima,Tokyo,3310140,Hiroshima Tokyo 5-12-13,1978-11-09,Male,ORD20250067,2025-07-08 00:47:00,SKU9482,Food,4,9800,39200,31.68.199.67,
CUST139315,Ito Haruka,ito.haruka220@example.com,090-9473-1217,Kanagawa,Sapporo,8467726,Kanagawa Sapporo 1-11-22,1980-12-03,Other,ORD20250068,2025-08-04 09:57:00,SKU3852,Electronics,3,9800,29400,58.32.253.52,
CUST175353,Yamamoto Hanako,yamamoto.hanako243@example.com,090-7058-9578,Kanagawa,Fukuoka,2446455,Kanagawa Fukuoka 1-10-13,2003-12-16,Other,ORD20250069,2025-07-27 13:52:00,SKU3053,Electronics,3,12000,36000,19.116.120.175,
CUST125729,Watanabe Yuki,watanabe.yuki132@example.com,090-8922-6801,Fukuoka,Yokohama,6102363,Fukuoka Yokohama 2-6-11,2003-04-12,Other,ORD20250070,2025-07-19 02:16:00,SKU5496,Books,2,12000,24000,78.158.137.24,
CUST183753,Watanabe Naoko,watanabe.naoko173@example.com,090-9922-9959,Tokyo,Hiroshima,1476028,Tokyo Hiroshima 1-2-21,1994-05-21,Male,ORD20250071,2025-08-06 13:39:00,SKU9159,Electronics,5,1980,9900,165.245.78.124,
CUST199701,Suzuki Shota,suzuki.shota827@example.com,090-6471-0276,Aichi,Nagoya,4422938,Aichi Nagoya 3-20-5,1978-12-11,Other,ORD20250072,2025-07-23 12:08:00,SKU9437,Food,5,980,4900,82.62.120.32,
CUST103037,Takahashi Haruka,takahashi.haruka254@example.com,090-2104-6963,Hiroshima,Yokohama,6493461,Hiroshima Yokohama 5-11-7,1968-08-17,Female,ORD20250073,2025-08-01 09:31:00,SKU7442,Electronics,5,3980,19900,248.62.56.150,
CUST172512,Takahashi Taro,takahashi.taro52@example.com,090-4797-4801,Aichi,Yokohama,5437118,Aichi Yokohama 3-13-12,1960-07-02,Other,ORD20250074,2025-08-05 06:23:00,SKU2204,Food,4,9800,39200,116.196.141.72,
CUST143652,Yamamoto Koji,yamamoto.koji697@example.com,090-9121-6558,Osaka,Hiroshima,3420404,Osaka Hiroshima 2-20-17,1983-09-02,Male,ORD20250075,2025-07-03 04:45:00,SKU9508,Food,4,1200,4800,156.229.132.36,
CUST195069,Takahashi Koji,takahashi.koji327@example.com,090-2694-9588,Fukuoka,Nagoya,6029651,Fukuoka Nagoya 4-1-12,1979-11-04,Female,ORD20250076,2025-08-07 09:50:00,SKU1436,Books,5,3980,19900,68.248.168.201,
CUST154127,Yamamoto Koji,yamamoto.koji592@example.com,090-3097-2896,Kanagawa,Hiroshima,5063384,Kanagawa Hiroshima 1-19-23,1965-04-01,Female,ORD20250077,2025-07-21 13:09:00,SKU4340,Books,4,9800,39200,199.157.236.121,
CUST190873,Yamamoto Shota,yamamoto.shota754@example.com,090-0283-8578,Aichi,Osaka,3905518,Aichi Osaka 4-18-11,1992-06-22,Other,ORD20250078,2025-08-13 20:51:00,SKU8932,Food,2,1200,2400,72.143.77.58,
CUST157983,Takahashi Shota,takahashi.shota296@example.com,090-3757-5844,Tokyo,Fukuoka,7370211,Tokyo Fukuoka 4-12-25,1967-05-02,Female,ORD20250079,2025-08-15 02:22:00,SKU5201,Books,4,1200,4800,52.212.138.70,
CUST172135,Watanabe Naoko,watanabe.naoko279@example.com,090-2199-3308,Kanagawa,Sapporo,4906349,Kanagawa Sapporo 1-4-14,1979-12-16,Male,ORD20250080,2025-08-13 04:00:00,SKU7666,Electronics,4,3980,15920,167.52.194.247,
CUST114064,Takahashi Yuki,takahashi.yuki293@example.com,090-0193-8026,Hiroshima,Yokohama,1609681,Hiroshima Yokohama 4-16-6,2005-05-02,Male,ORD20250081,2025-07-20 18:38:00,SKU5662,Food,4,12000,48000,140.135.127.228,
CUST156059,Suzuki Shota,suzuki.shota517@example.com,090-7431-5274,Hokkaido,Yokohama,1236293,Hokkaido Yokohama 3-10-19,2001-04-06,Other,ORD20250082,2025-08-10 12:52:00,SKU6372,Books,1,3980,3980,172.25.48.252,
CUST153138,Suzuki Haruka,suzuki.haruka332@example.com,090-3046-3745,Osaka,Fukuoka,1191859,Osaka Fukuoka 3-12-23,1973-01-22,Male,ORD20250083,2025-07-30 09:10:00,SKU9233,Books,3,12000,36000,31.164.235.241,
CUST169228,Takahashi Yuki,takahashi.yuki630@example.com,090-3327-2795,Aichi,Sapporo,8899184,Aichi Sapporo 5-7-25,1973-11-25,Other,ORD20250084,2025-07-06 16:28:00,SKU6927,Books,1,9800,9800,29.16.213.141,
CUST107567,Watanabe Hanako,watanabe.hanako587@example.com,090-8225-8713,Hokkaido,Fukuoka,9201172,Hokkaido Fukuoka 1-17-15,1961-08-05,Other,ORD20250085,2025-07-27 14:36:00,SKU8575,Books,3,12000,36000,6.102.66.210,
CUST150132,Sato Naoko,sato.naoko224@example.com,090-9106-5180,Tokyo,Nagoya,1532422,Tokyo Nagoya 3-14-6,1966-11-24,Other,ORD20250086,2025-07-27 11:57:00,SKU7184,Food,4,980,3920,175.247.170.224,
CUST160375,Watanabe Hanako,watanabe.hanako670@example.com,090-5128-6823,Hiroshima,Tokyo,1381435,Hiroshima Tokyo 3-15-22,2004-09-14,Other,ORD20250087,2025-07-25 07:15:00,SKU3541,Food,3,1200,3600,240.225.186.196,
CUST137914,Sato Taro,sato.taro829@example.com,090-6903-3119,Tokyo,Nagoya,1816653,Tokyo Nagoya 2-2-13,1986-04-18,Male,ORD20250088,2025-07-04 04:32:00,SKU6224,Electronics,5,9800,49000,198.173.210.83,
CUST191266,Suzuki Yuki,suzuki.yuki898@example.com,090-2836-4408,Fukuoka,Sapporo,3938247,Fukuoka Sapporo 4-18-16,1961-06-21,Other,ORD20250089,2025-07-25 16:20:00,SKU7688,Food,2,1980,3960,97.48.194.138,
CUST170206,Tanaka Hanako,tanaka.hanako870@example.com,090-3427-0866,Fukuoka,Fukuoka,3249703,Fukuoka Fukuoka 4-8-9,1971-06-21,Male,ORD20250090,2025-07-29 11:05:00,SKU4120,Books,1,1980,1980,97.173.155.155,
CUST131369,Sato Shota,sato.shota75@example.com,090-3983-7354,Tokyo,Yokohama,4188068,Tokyo Yokohama 1-16-30,1973-12-20,Other,ORD20250091,2025-07-14 12:58:00,SKU6269,Books,3,3980,11940,120.137.167.92,
CUST154732,Takahashi Yuki,takahashi.yuki369@example.com,090-8771-7535,Osaka,Nagoya,1766977,Osaka Nagoya 5-8-24,1967-01-09,Other,ORD20250092,2025-08-07 18:46:00,SKU3497,Food,2,1980,3960,59.98.146.214,
CUST100836,Suzuki Haruka,suzuki.haruka564@example.com,090-5477-7252,Kanagawa,Sapporo,9192588,Kanagawa Sapporo 2-18-21,1961-09-02,Male,ORD20250093,2025-08-12 01:48:00,SKU3252,Food,2,980,1960,182.39.3.56,
CUST156436,Watanabe Haruka,watanabe.haruka383@example.com,090-0997-7008,Fukuoka,Nagoya,1198826,Fukuoka Nagoya 1-17-24,1975-09-10,Male,ORD20250094,2025-08-02 22:43:00,SKU2753,Electronics,1,9800,9800,39.62.50.159,
CUST162390,Watanabe Yuki,watanabe.yuki835@example.com,090-5461-5679,Kanagawa,Sapporo,4789255,Kanagawa Sapporo 3-3-21,1999-01-03,Female,ORD20250095,2025-07-25 12:35:00,SKU1154,Electronics,2,980,1960,128.217.112.166,
CUST118899,Yamamoto Yuki,yamamoto.yuki580@example.com,090-1803-3974,Tokyo,Tokyo,5703878,Tokyo Tokyo 5-19-22,1960-03-28,Female,ORD20250096,2025-07-02 06:37:00,SKU7525,Books,1,1980,1980,42.145.62.146,
CUST159054,Yamamoto Shota,yamamoto.shota399@example.com,090-8562-1850,Tokyo,Nagoya,4894730,Tokyo Nagoya 1-11-20,1997-10-13,Female,ORD20250097,2025-07-02 20:17:00,SKU4737,Food,3,9800,29400,241.97.111.48,
CUST135358,Ito Koji,ito.koji677@example.com,090-6194-3114,Kanagawa,Nagoya,3588336,Kanagawa Nagoya 4-11-12,1964-02-01,Female,ORD20250098,2025-07-29 11:48:00,SKU3170,Electronics,1,1200,1200,111.115.143.143,
CUST189825,Watanabe Haruka,watanabe.haruka106@example.com,090-0158-1995,Hiroshima,Nagoya,1207041,Hiroshima Nagoya 3-14-13,1963-12-18,Male,ORD20250099,2025-08-06 16:10:00,SKU3777,Food,2,1980,3960,78.69.127.38,
